id,summary,languages,country,experience_level,deadline,interest_ids
40b5f34f-f255-4e40-ae30-12d5fc1266ee,"Drizzle wuddle zobble sproop snort blabble wibble nix gobble squickle twizzle blizzle skizzle zobble. Splonker bizzle noggle splurge jib spooner jibble snizzle blibber mizzle zibber fizz gobble snop. Jib splonker twizzle fuddle dribble sprock spuddle snop whiz fuddle dribble squizzle nix wobble twizzle blip. Quibble sprocket schnizzle zorp sprock wobble, sprockle chizzle sproogle twizzle whiz snort.","[""Quantumese"",""Robolingo""]","Elindor",intermediate,"2024-01-09 13:22:40 +6:00","[""02986f27-4f34-49ae-bcce-d83594cbd897""]"
d290ffa9-d44e-4285-8042-76c5f102870c,"Schnizzle jibble sprocket zorp spronk jibber bizzle zobble squabble frabble blizzle drizzle splotch wibble. Chizzle squabble quibble spuddle quibble frizzle wizzle spizzle blip splizzle flabble splotch whiz fluddle wham. Drizzle quackle jib blizzle quazzle sprock schnizzle splonker snip, crackle fizz flibber drizzle twizzle plix mizzle. Sprock,.","[""Siliconian"",""Hololect"",""Cyphertongue""]","Terravale",expert,"2023-11-01 14:22:40 -8:00","[""d6edecee-2653-44d9-a112-2cfd599e65b7"",""143c9920-a476-4c0f-ba85-f81d231b5aa3"",""1aba4959-68a1-4031-b26f-c0b10ac568b5""]"
79c96755-2f87-4852-87b9-7e608dec5530,"Fizzbuzz sprock zibber frizzle zizzle bizzle wizzle glimmer crackle zix zorp jibble. Noggle drizzle quibble squabble quibble blib fuzzle fizzbuzz gobble sproop jibble jibber splurge blibber sproop squabble splizzle quip. Squirk flibber flabble spronk splurge fizzbuzz wibble nix squabble crackle flib. Zorp crackle noggle spronk mizzle wizzle wobble snickle frizzle jibber spuddle. Twibble skizzle,.","[""Siliconian"",""Cyberspeak"",""Datalex""]","Canada",expert,"2024-01-31 13:22:40 -3:00","[]"
f5dec82b-7afb-4ebb-9d38-417fa7b06eba,"Doodle doodle gobble jibble blabble fizzbuzz drizzle snickle snizzle quibble jibble twizzle blip wizzle zobble noggle schnizzle spizzle woggle. Zix sprocket flibber fizzbuzz snickle spizzle, splotch spronk wham twizzle quackle blizzle. Trizzle fuddle sprock wibber schnizzle crackle fluddle, chizzle frabble splurge zobble wobble. Skizzle drizzle spronk twizzle.","[""Hololect"",""Technophrase"",""Cyphertongue""]","Dracoria",beginner,"2023-10-30 14:22:40 +2:00","[]"
fa655578-2ab3-4b94-8242-ca453993efa8,"Snizzle spizzle splonker wham sprockle squaddle quip sproogle splurge, splotch squabble drizzle quackle zibber skizzle. Woggle wizzle glimmer bizzle quixle splonker flib fizz wobble dribble zix gobble, mizzle noodle spuddle squabble splizzle snop woggle. Frabble bizzle blibber splurge chizzle frabble, spronk spuddle twizzle spooner blabble. Bizzle spooner drizzle, squizzle.","[""Cyberspeak""]","Dracoria",advanced,"2024-03-04 13:22:40 +3:00","[]"
a95b7fe8-8cdd-4e96-aeae-0ec782377f1b,"Jib splonker splotch sprockle quibble sprock blip quackle, schnizzle doodle frizzle quackle nix. Mizzle splurge fizzbuzz blib mizzle plix fluddle, whiz spizzle snickle zorp blib. Frozzle mizzle splonker quip sprocket jib frabble snipple spronk, wobble snip sprocket squizzle blizzle blizzle wibber drizzle. Mizzle bizzle squickle sproop wizzle gobble fluddle, sprock sproop zobble twizzle zobble wobble nix blabble. Fuzzle.","[""Cyberspeak""]","Astralonia",expert,"2023-11-05 13:22:40 -5:00","[""9ec07a87-57ae-41c8-8c94-25305d6d68cd""]"
72b28263-27b5-4fe6-a109-986a5c275306,"Sprock squizzle blip fluddle zorp frizzle schnizzle schnizzle snipple noodle flib blip splurge sproogle snipple. Wobble wham spooner zix skizzle spooner, squaddle sprock schnizzle glimmer glimmer spuddle. Quazzle wobble fizz squirk splurge chizzle bizzle crackle schnizzle flibber bizzle fuddle fizzbuzz quip blib snipple wobble. Fizz quibble twibble glimmer frabble.","[""Technophrase"",""Cyphertongue""]","Astralonia",intermediate,"2023-12-27 13:22:40 +5:00","[""e9a7e607-a517-47bf-8908-915431286200""]"
26642d84-dd8a-471f-b426-ac9b1e592de0,"Sprock squizzle blip fluddle zorp frizzle schnizzle schnizzle snipple noodle flib blip splurge sproogle snipple. Wobble wham spooner zix skizzle spooner, squaddle sprock schnizzle glimmer glimmer spuddle. Quazzle wobble fizz squirk splurge chizzle bizzle crackle schnizzle flibber bizzle fuddle fizzbuzz quip blib snipple wobble. Fizz quibble twibble glimmer frabble.","[""Technophrase"",""Cyphertongue""]","Elindor",beginner,"2024-02-15 13:22:40 +12:00","[""08f7b5d9-1449-4da5-b2e1-48c3d5888cb6""]"
8423f5ff-c5b3-48b6-9b07-0ade2a85e299,"Flap sprockle quibble jibber schnizzle blibber twibble doodle mizzle whip wobble zix bizzle sprock squizzle sprockle. Zibber mizzle wham jibble trizzle spuddle spuddle spuddle snizzle dabble, bizzle snop splurge dribble gobble wump plix snort squabble. Bizzle snizzle sprocket wobble noggle whip wump wobble.","[""Robolingo""]","Obsidian Isle",beginner,"2024-03-04 13:22:40 -2:00","[""e4367fcb-db29-4808-b20a-472f3b5b8ece""]"
aea86258-02a2-42bb-a529-d5f6e7c5fa88,"Sprock plix flib flabble quibble snop dribble, gobble spronk squabble snizzle wizzle dabble noodle dabble. Sprock spronk quibble twibble flabble crackle mizzle fizzbuzz bizzle wobble twibble. Fuddle blip dabble skizzle splotch flap wuddle frabble jib sproop whip wobble. Splizzle snip blabble, bizzle zobble zizzle.","[""Hololect"",""Robolingo"",""Technophrase""]","Valeria",beginner,"2024-02-28 13:22:40 +7:00","[""a3326539-847c-4dbc-ab7e-f672a67983fd"",""94f686f8-019d-4d8a-99b4-02f2bb629702""]"
97222cbc-5bac-4cba-89e3-c04ededbe46b,"Woggle drizzle splizzle spooner zobble squickle fluddle frizzle frabble blip spizzle gobble squaddle. Sprockle nix wump fizzbuzz squaddle frozzle squabble wobble sprocket spuddle, spronk splotch splizzle zix spronk drizzle gobble squirk. Wibble quazzle schnizzle skizzle splurge, fizz gobble zizzle wump drizzle wham. Flibber skizzle splonker snizzle jib squizzle snickle gobble.","[""Alscript"",""Datalex"",""Cyphertongue""]","Canada",expert,"2024-01-25 13:22:40 -11:00","[""20130d8a-4271-43e7-91fd-7aee80e9c146""]"
6fcddd14-a6e0-4ef3-b765-a3d72d221541,"Squizzle squickle blip jibble gobble, splizzle snizzle snizzle spronk squabble. Quibble sprocket whip wuddle squirk chizzle, wobble zibber splurge jibber zibber spooner snop. Splurge woggle wuddle wham blizzle twizzle wobble dabble frozzle trizzle skizzle jibble splurge splotch sprock zorp sprocket. Quibble splurge spronk, flabble.","[""Hololect"",""Cyphertongue"",""Siliconian""]","Solsticea",advanced,"2023-12-17 13:22:40 +1:00","[""12748de5-2586-4377-9893-7c0ceb243704""]"
15da5457-19f9-445d-ade4-93574e4bf2ee,"Noggle wump crackle blibber glimmer squickle zibber quackle splonker blib sproop twibble woggle wham whip. Fuddle zobble jib zizzle trizzle spuddle blabble wobble snickle blizzle. Wobble fizz snop sprockle spooner schnizzle sprock quazzle drizzle, splotch squabble doodle skizzle blib crackle snickle. Flib drizzle spronk snizzle skizzle wobble, splotch spizzle wump flabble blabble. Frozzle snop squizzle wobble nix sprocket gobble.","[""Cyberspeak"",""Quantumese""]","Canada",intermediate,"2023-11-21 13:22:40 +1:00","[]"
b6167d28-a425-4cb1-966a-3b6308c3b594,"Wobble sprock zix wobble noodle flabble snipple wobble spizzle snip sproop, quazzle schnizzle jibber skizzle mizzle drizzle noggle gobble. Squizzle splotch woggle sprockle quixle frozzle fuzzle squizzle squizzle snipple, flabble sprock wump quibble quixle splotch quazzle. Nix twizzle zizzle crackle fuzzle quixle flibber.","[""Cyberspeak"",""Alscript"",""Siliconian""]","Obsidian Isle",advanced,"2024-02-21 13:22:40 -2:00","[]"
ad7507ee-b878-441e-b1b9-e9db99fd666a,"Woggle drizzle splizzle spooner zobble squickle fluddle frizzle frabble blip spizzle gobble squaddle. Sprockle nix wump fizzbuzz squaddle frozzle squabble wobble sprocket spuddle, spronk splotch splizzle zix spronk drizzle gobble squirk. Wibble quazzle schnizzle skizzle splurge, fizz gobble zizzle wump drizzle wham. Flibber skizzle splonker snizzle jib squizzle snickle gobble.","[""Alscript"",""Datalex"",""Cyphertongue""]","Canada",intermediate,"2023-12-27 13:22:40 +8:00","[]"
4d03f2af-c770-4fe5-ad25-37c70100e45c,"Wump quibble crackle jibble splurge mizzle splizzle squizzle zibber wibber quip flabble spronk blibber blabble snizzle noggle quip squizzle. Snip snipple sprocket snop wizzle quixle zizzle wham squizzle snip glimmer zobble spronk gobble blip splonker. Blib spronk snop quip blibber mizzle schnizzle sproogle mizzle sprocket fluddle squabble plix sproogle.","[""Robolingo"",""Technophrase"",""Hololect""]","Elindor",expert,"2024-01-14 13:22:40 -10:00","[""a5a96cc5-a002-42ef-9ea0-6715edee3c22""]"
224034d6-223e-43b6-a4c8-ad73ad8b70ff,"Twizzle wuddle fuddle squaddle squizzle fluddle splurge, trizzle fuddle drizzle squabble twibble. Spronk spronk jibble blibber frizzle snickle squirk flap, mizzle jibble wuddle blib crackle zobble. Noodle fuddle splonker blizzle fizzbuzz plix schnizzle fuzzle sproogle skizzle squirk bizzle blibber wizzle. Quazzle squizzle gobble crackle squizzle drizzle spizzle trizzle, fuzzle blabble schnizzle sprock drizzle skizzle gobble bizzle. Quazzle,.","[""Cyberspeak"",""Alscript"",""Datalex""]","Terravale",expert,"2023-11-21 13:22:40 +5:00","[""ce556f6b-b84e-4b1d-951f-0cc6be1f5af9""]"
47989c52-0217-4498-8af6-e60ef159412e,"Trizzle sproogle noodle quazzle zorp crackle skizzle, skizzle spooner frabble fizz twibble mizzle splurge nix. Spronk sproop schnizzle blibber snipple, chizzle squabble mizzle squizzle squizzle. Blibber glimmer whip wobble quackle sproop sproogle, squizzle flib noodle sprocket wibber mizzle woggle snizzle sprock. Noodle splurge fizz splizzle zizzle sprocket splotch, flabble sprocket sprock sprocket splonker crackle.","[""Hololect"",""Robolingo"",""Siliconian""]","Novarctica",beginner,"2023-12-12 13:22:40 -11:00","[""c4c8584c-4ad6-4737-96c8-b9e582c12232"",""c5f4afa3-ddf1-4bdb-b023-78666b96583f""]"
6136bf22-001a-41be-b59d-bf4900d8d97b,"Fizz drizzle zix frabble crackle wobble splurge, glimmer zobble wibble quackle quixle wuddle skizzle quazzle squaddle spuddle. Jibber blibber zix glimmer jibble chizzle frizzle twibble, fuzzle twizzle quixle jibber crackle snop wham. Nix squabble bizzle snizzle fuddle flap, splotch frabble quip jibble whip snip. Mizzle squizzle fuddle nix wuddle twizzle quazzle spuddle.","[""Technophrase"",""Alscript""]","Terravale",beginner,"2024-02-04 13:22:40 +0:00","[""9c56f1af-39e4-47dc-a954-f60372e75800""]"
816c0a8c-c8e0-466a-b452-343798b30b55,"Squizzle skizzle zix quazzle bizzle spuddle glimmer snickle blibber squaddle zorp. Zibber sprock flabble sprock splizzle flabble wobble wuddle wizzle chizzle, jibber splotch splotch zobble blizzle zizzle spronk. Frizzle blib whiz frozzle wibble trizzle blabble squirk quip blib zibber glimmer jibber fuzzle.","[""Cyberspeak"",""Byteish"",""Robolingo""]","Dracoria",intermediate,"2024-03-17 14:22:40 -10:00","[]"
ee99ea4e-7199-4615-bad9-e9fdfcfb7150,"Jibber snizzle quazzle splurge wham, splonker trizzle splurge schnizzle wobble noodle. Snizzle twibble splonker quazzle schnizzle flabble twibble, schnizzle splizzle wobble sproogle wobble splurge zorp quibble quixle. Snipple wobble schnizzle spuddle sprockle flabble twizzle sprock gobble blibber fizzbuzz quazzle chizzle sproop squaddle. Mizzle blip crackle zizzle schnizzle splurge sprock frizzle trizzle snipple.","[""Byteish"",""Alscript"",""Quantumese""]","Canada",beginner,"2023-12-07 13:22:40 +11:00","[""a8dbf0ba-e420-4688-9853-8d2f054fe823""]"
c64ea742-53a8-4521-bde9-8c007c9a3031,"Sprock squizzle blip fluddle zorp frizzle schnizzle schnizzle snipple noodle flib blip splurge sproogle snipple. Wobble wham spooner zix skizzle spooner, squaddle sprock schnizzle glimmer glimmer spuddle. Quazzle wobble fizz squirk splurge chizzle bizzle crackle schnizzle flibber bizzle fuddle fizzbuzz quip blib snipple wobble. Fizz quibble twibble glimmer frabble.","[""Technophrase"",""Cyphertongue""]","Novarctica",expert,"2023-11-02 14:22:40 +2:00","[""e68ef768-7353-4f51-a083-40bad58856d2"",""9f41d022-d059-488f-a653-9f6658e402d1"",""a3f39dd2-ad03-4846-b9f3-703ee870fc0e""]"
d9e9cfd7-4bd5-47be-8283-61dc0d4321a8,"Splurge nix woggle sproop drizzle plix noggle, wuddle zobble wibble wibble quazzle blip splurge. Blibber snop spronk fluddle splizzle, zizzle quazzle snizzle bizzle fluddle snipple. Plix wibble quazzle schnizzle sproogle skizzle crackle schnizzle skizzle frabble. Splotch fuzzle quibble blib flibber squizzle spronk quip frozzle splotch crackle snop.","[""Technophrase"",""Hololect"",""Byteish""]","Canada",expert,"2024-03-03 13:22:40 -11:00","[]"
57393e40-06a3-4d01-b28a-fd4fa53936b2,"Gobble zix wibber quazzle fuzzle zizzle woggle, squizzle dribble glimmer splotch mizzle sproop drizzle. Noodle quibble snizzle crackle frabble squizzle frozzle splotch fizzbuzz spuddle blip zizzle whiz splonker blabble. Squaddle snipple zix wobble zorp flap, quibble wobble sproogle mizzle squizzle twibble jib. Snop squabble wobble spronk jibber splurge splurge quibble.","[""Hololect"",""Technophrase"",""Cyphertongue""]","Canada",advanced,"2024-02-28 13:22:40 +1:00","[]"
97c07618-a93f-4c93-912a-99d571effe0c,"Trizzle sproogle noodle quazzle zorp crackle skizzle, skizzle spooner frabble fizz twibble mizzle splurge nix. Spronk sproop schnizzle blibber snipple, chizzle squabble mizzle squizzle squizzle. Blibber glimmer whip wobble quackle sproop sproogle, squizzle flib noodle sprocket wibber mizzle woggle snizzle sprock. Noodle splurge fizz splizzle zizzle sprocket splotch, flabble sprocket sprock sprocket splonker crackle.","[""Hololect"",""Robolingo"",""Siliconian""]","Obsidian Isle",expert,"2024-02-16 13:22:40 -8:00","[""cb4f51fc-b318-4cfe-8ab0-0296bbc6dd26""]"
8a59f507-cc44-47a2-99c5-11f638c75efa,"Noggle wump crackle blibber glimmer squickle zibber quackle splonker blib sproop twibble woggle wham whip. Fuddle zobble jib zizzle trizzle spuddle blabble wobble snickle blizzle. Wobble fizz snop sprockle spooner schnizzle sprock quazzle drizzle, splotch squabble doodle skizzle blib crackle snickle. Flib drizzle spronk snizzle skizzle wobble, splotch spizzle wump flabble blabble. Frozzle snop squizzle wobble nix sprocket gobble.","[""Cyberspeak"",""Quantumese""]","Solsticea",advanced,"2023-12-08 13:22:40 -10:00","[""ce278b74-2da0-4437-9212-a43032308161"",""7a95f6f9-ef52-42ce-b26c-6577903d0d1d""]"
9c01ec9d-13b7-4b24-8367-c1110d828a2d,"Blip blip schnizzle splonker zibber quip sproop crackle jibble fluddle. Blib gobble blizzle squaddle jib quackle sprocket sprock spizzle fluddle squaddle wobble frozzle splizzle. Nix snipple wobble wham fizz dribble bizzle noggle blabble dribble drizzle. Quibble skizzle noodle sprocket drizzle snop flib nix crackle schnizzle. Squirk frizzle frizzle quazzle quip schnizzle spizzle woggle quackle zobble sprock sprocket dribble.","[""Hololect"",""Cyberspeak""]","Novarctica",beginner,"2023-10-24 14:22:40 -10:00","[""0845a891-d80c-44dc-84f6-a4d2af8e0e38""]"
29b1bb06-9df5-4a27-8b99-d8d508baa1f1,"Gobble trizzle splurge sprock dabble frizzle quibble twizzle wobble crackle dribble flibber twizzle blib. Fluddle fizz sprock doodle squaddle dabble quazzle wobble sprockle flabble. Splonker jibble whiz jibber snickle dribble zizzle jibber wobble sprocket sprockle frozzle. Sprock fuzzle quibble snizzle fizzbuzz sprock wobble quackle flabble squickle frozzle quazzle frizzle jibble sproogle fizz. Sprocket squirk wizzle, schnizzle jibber.","[""Hololect""]","Dracoria",beginner,"2024-02-16 13:22:40 -3:00","[]"
33e64d58-9bfc-4370-935a-80fe6b205dbc,"Drizzle wuddle zobble sproop snort blabble wibble nix gobble squickle twizzle blizzle skizzle zobble. Splonker bizzle noggle splurge jib spooner jibble snizzle blibber mizzle zibber fizz gobble snop. Jib splonker twizzle fuddle dribble sprock spuddle snop whiz fuddle dribble squizzle nix wobble twizzle blip. Quibble sprocket schnizzle zorp sprock wobble, sprockle chizzle sproogle twizzle whiz snort.","[""Quantumese"",""Robolingo""]","Obsidian Isle",beginner,"2024-01-28 13:22:40 -6:00","[]"
cbd305e8-b8c8-474b-ac99-0f021026dd0a,"Zizzle flap schnizzle skizzle drizzle mizzle flabble splurge wuddle fizz crackle drizzle bizzle wham quip fizz splurge wizzle twibble. Snickle zobble flabble quip splurge, squirk jib fizzbuzz blip quazzle drizzle. Sprock spronk skizzle spronk wizzle snort twibble, glimmer blibber drizzle quazzle spooner quibble spuddle squizzle. Splizzle wobble fizz fuzzle quibble, sprocket fizz splotch twibble.","[""Cyphertongue"",""Robolingo"",""Hololect""]","Terravale",expert,"2024-03-24 14:22:40 +2:00","[""ee013b86-602d-4eb0-ac7c-d2376d26348e""]"
dbab466b-f129-4259-9acf-01a14274200c,"Jib plix fuddle quip zizzle squickle sprock, dabble gobble flibber noggle blip frizzle zobble jibber blip. Twizzle zizzle snip wizzle spizzle twizzle quazzle skizzle sprocket spizzle spizzle splizzle quazzle blib. Snip glimmer trizzle wump fizzbuzz crackle, drizzle sprocket drizzle drizzle spizzle mizzle. Spronk zibber quazzle bizzle dribble zizzle wham splizzle schnizzle woggle skizzle.","[""Quantumese"",""Cyphertongue"",""Robolingo""]","Dracoria",expert,"2023-10-25 14:22:40 +1:00","[]"
827422bc-9e49-41d4-b943-8a41ed23b0b5,"Noggle wump crackle blibber glimmer squickle zibber quackle splonker blib sproop twibble woggle wham whip. Fuddle zobble jib zizzle trizzle spuddle blabble wobble snickle blizzle. Wobble fizz snop sprockle spooner schnizzle sprock quazzle drizzle, splotch squabble doodle skizzle blib crackle snickle. Flib drizzle spronk snizzle skizzle wobble, splotch spizzle wump flabble blabble. Frozzle snop squizzle wobble nix sprocket gobble.","[""Cyberspeak"",""Quantumese""]","Dracoria",beginner,"2024-02-23 13:22:40 -6:00","[""23365734-dd65-467e-8922-2d0f523cd946"",""a3895ca1-c731-480c-b8fc-e8f8155a77d9""]"
192f7da1-a110-4e60-b00b-f9ea803ea533,"Wuddle quibble dribble squizzle frabble woggle noodle frizzle quazzle woggle wham nix plix sprocket whip spooner sprock wizzle sproop. Splizzle quibble spizzle fizzbuzz wobble drizzle, sprock wobble sproop splonker jibble. Sprocket snort jibble trizzle zibber sproogle, squabble schnizzle gobble quibble. Spooner woggle wobble dribble snip bizzle dabble crackle, splurge wuddle blibber squaddle wibble.","[""Cyphertongue"",""Robolingo"",""Quantumese""]","Terravale",advanced,"2023-11-29 13:22:40 +1:00","[]"