id,summary,languages,interest_ids
4b7e7c12-b631-42d3-8c1b-439d9b295554,"Zizzle fuddle crackle skizzle gobble gobble woggle nix plix mizzle snort snickle splurge blib schnizzle spronk. Flibber skizzle squaddle quibble squizzle quazzle schnizzle snizzle wobble quazzle. Twizzle blip wizzle twizzle frozzle squizzle fizzbuzz noodle quixle dribble blib, wump noggle schnizzle snipple wobble flibber wibble snort. Wizzle blibber,.","[""Technophrase"",""Cyberspeak""]","[""1a2a985d-9e46-49f8-8300-f826adeb5319"",""c2c19348-23a9-4400-a623-40235e16e8a1""]"
f39b885d-e2a6-4d59-b0c0-bd8601a7e155,"Fuddle zix twibble sprocket splotch splurge, wump quazzle splonker crackle bizzle quip sproop dribble. Sprocket quazzle jibber snip quip squizzle blibber dribble, quackle splizzle quibble jibble sproop trizzle quip snickle fizzbuzz. Blizzle spizzle splonker splotch, wobble twibble fizz quibble mizzle.","[""Quantumese"",""Siliconian""]","[""2a343be2-0693-4e87-b215-2f2268aedc7f"",""c4d5db15-92eb-46a5-a713-75a435e42c94""]"
f17bc67f-f90c-4d74-b4f6-a6f49fb107b5,"Sprocket trizzle wibble squaddle quixle twibble wobble zobble wibber schnizzle. Twizzle whiz quazzle noggle blizzle snipple squizzle plix twizzle flibber, flibber fizz woggle quibble spizzle zorp squirk. Dabble squaddle schnizzle crackle dribble spronk squirk skizzle spronk, blizzle frozzle sprock blizzle squaddle. Doodle skizzle squickle blabble quibble snort snop fizzbuzz twizzle chizzle.","[""Datalex"",""Byteish""]","[]"
518ef4ae-2a9a-4a26-bbf7-9f5f0ab23fa5,"Doodle gobble quackle blib zorp fluddle gobble drizzle blip dabble dribble squizzle wobble snizzle splurge zibber. Noodle snip fluddle sproop fluddle squizzle spronk blibber quazzle drizzle spooner splonker. Splizzle snickle squaddle sprock woggle trizzle blizzle, snop drizzle wobble spronk. Quazzle frabble wobble glimmer flabble dribble blip.","[""Quantumese"",""Robolingo"",""Byteish""]","[""a357bfc4-a2b7-4bd9-87ef-254fd6dae571"",""1b4c33bc-b285-46cf-93a8-d160c427d260""]"
a14d8f52-d5fd-45f4-8566-337db3c362b4,"Frizzle splonker flib wuddle schnizzle fuddle wobble crackle spooner twizzle sproop squickle blizzle snop quixle whip sproop. Woggle quibble sproop quackle wuddle, zibber spooner drizzle bizzle woggle. Zorp blabble doodle twibble flabble snizzle frabble, wobble gobble glimmer gobble spooner blizzle snop zix. Wuddle splurge wibble twibble skizzle, squabble jib splotch jibble twibble frizzle jibble.","[""Technophrase""]","[""350d834b-08c9-4aa3-ace6-1bd764fc085a"",""fec3fd78-52a7-4400-8ca1-11efce8f2beb"",""a4382a56-177e-4757-8e40-a6382e578147""]"
e359debc-b236-423c-9ea7-fe0e428f7ee1,"Quixle snort splizzle sprockle splotch flap squizzle, nix wobble chizzle quackle flibber crackle spronk. Flibber splotch zizzle flib skizzle splurge blibber blib fuddle wump bizzle splizzle. Wobble quixle snipple quazzle snort quackle sprocket wobble quackle blizzle blizzle woggle crackle trizzle crackle wibble gobble sproogle. Noodle fizzbuzz drizzle trizzle fuzzle crackle whip gobble.","[""Alscript"",""Datalex"",""Byteish""]","[""f006c7eb-95a8-40fa-8c80-d67ac96bbb70""]"
b6c1d47f-342b-423d-ac84-fcdcc2e34cf9,"Noggle spizzle quackle blip quip quibble, squizzle fluddle mizzle flabble zobble squirk bizzle noodle. Mizzle fizzbuzz drizzle nix noggle squirk twibble frabble blizzle, blizzle jibble dribble spooner noggle squabble jibber. Wobble crackle wobble spizzle doodle sprock zorp, squirk gobble bizzle bizzle twibble quackle squabble.","[""Hololect""]","[""f11308e4-d42f-4045-8f0f-49fec2f67ada"",""f7c04a9a-b007-4ba4-bd25-9c3141a7cafd""]"
38340fd2-2824-4bba-8c86-44aa365bc738,"Blizzle spuddle crackle wuddle splotch squabble frozzle, skizzle wobble blib wham fluddle crackle. Blizzle blizzle squaddle squickle noodle doodle quibble blib wham quackle whiz whip snort spuddle spizzle wibber quazzle blabble quixle. Squabble bizzle blizzle skizzle flabble dribble fuzzle drizzle twizzle wizzle. Wibber crackle schnizzle, mizzle blip flap.","[""Quantumese"",""Alscript"",""Siliconian""]","[""29a7619a-33b2-4215-9150-333d8fadae4c""]"
bd03e833-e522-424e-84ef-475297777ded,"Frizzle drizzle gobble snizzle quip squizzle splonker twibble splonker, squaddle zorp quibble snipple frizzle blib wizzle. Spooner mizzle quip schnizzle spronk quixle nix flib squabble splurge skizzle blib snop squabble spooner glimmer. Sprockle wizzle splotch trizzle chizzle wobble blizzle schnizzle blip skizzle. Spuddle frozzle wuddle splurge wibble squaddle drizzle squirk woggle mizzle chizzle jib flibber.","[""Siliconian"",""Cyberspeak"",""Byteish""]","[]"
29aff03b-a113-4253-847e-5a173f3e3744,"Dribble schnizzle quazzle wobble fuddle flabble bizzle quip fizzbuzz mizzle. Flib quip noodle spuddle wump quixle skizzle chizzle skizzle fizzbuzz quazzle wuddle chizzle. Wham splizzle flap snipple sproop quazzle mizzle zobble snop dabble squabble wibber zibber squaddle snipple. Crackle bizzle fizzbuzz.","[""Datalex""]","[""c12bc609-a0c1-401a-b7ef-130da4a7cbf3""]"
168d8edc-6719-4ad2-ac86-97ba88e0602c,"Doodle snip noggle bizzle sprock quibble drizzle crackle zizzle dabble quibble drizzle skizzle sprock crackle. Wibber noodle fizzbuzz wobble blabble sprocket spronk snipple sprock blabble fuddle snop squizzle sprock spuddle spronk wuddle wizzle drizzle. Squabble sproogle spuddle squizzle plix flabble noodle, quip blip wump wobble sprocket. Noodle noggle, snort sprocket.","[""Alscript"",""Siliconian"",""Robolingo""]","[""29fc72e4-b4b1-4d15-a817-c599d6cc8c3c""]"
da46931a-bacb-4b1d-bfde-ea25fe4b7c72,"Snop chizzle sprocket wibber wibble wobble, fizz wibble doodle wobble twibble whip. Drizzle flib spronk snort twizzle quazzle snickle, sprock sprocket gobble blabble nix whiz jib. Zobble spuddle snipple glimmer dribble blabble fuzzle zorp blib bizzle snipple sprock gobble bizzle blizzle splizzle gobble. Fuddle quazzle blabble squickle, crackle squickle.","[""Siliconian""]","[""73da8c47-a301-454b-80b4-49532666486e""]"
0a499176-dcaa-4600-af2a-aa2f8bb9ffa9,"Whiz squizzle mizzle splizzle snickle drizzle twizzle twibble, woggle blibber fuzzle snort twibble noodle skizzle jibber zobble wizzle. Snort zizzle gobble bizzle drizzle squizzle wump wump frabble quazzle spuddle jibber sproop plix quixle snort. Blabble jib mizzle splurge twizzle glimmer fuzzle mizzle fizzbuzz blabble wuddle zix snop drizzle spizzle plix wibble chizzle flabble. Spizzle, nix.","[""Cyphertongue"",""Alscript"",""Quantumese""]","[]"
2f6ce016-1d1d-4e65-9b46-42f92801df36,"Twibble frozzle zobble squaddle skizzle splurge splurge sprock doodle blip schnizzle jibble wump twizzle whip jibber snipple blib. Wump splurge squabble quibble nix flib wobble fuddle, doodle zibber schnizzle wibble snort. Squabble dribble skizzle jibber wobble mizzle whip flabble spizzle nix. Wuddle sproop blizzle nix, spizzle blizzle twizzle splonker zizzle.","[""Hololect"",""Cyphertongue""]","[""b091a2fb-7f7c-45bb-b49c-f2b9bc137bb5"",""9f861ed9-86f5-46d8-b913-48adcf3aaf6f""]"
20b4f1fd-6e16-4345-82d3-18d6f0ef7e48,"Crackle wump quazzle zobble nix sproop fizz fluddle drizzle drizzle mizzle zobble. Crackle whiz twizzle jibber snip snizzle fizz snizzle fuddle frizzle. Crackle wuddle wibble mizzle quibble jibber schnizzle spooner, splizzle crackle quackle sproop doodle nix spizzle fizz dabble. Plix noggle mizzle splizzle quackle drizzle quixle wuddle, squizzle skizzle gobble blibber blabble glimmer.","[""Datalex"",""Siliconian"",""Cyberspeak""]","[""acc4d063-6759-4a6a-b1e5-7cb25eb40a49""]"
1943551a-eb73-48eb-a204-5d2f2dc3b800,"Frizzle zix splonker snipple schnizzle splotch snop splizzle spuddle sprock spuddle squabble glimmer snizzle schnizzle chizzle. Wizzle crackle mizzle snop fuzzle snizzle quibble wibber gobble bizzle quazzle. Snop flap squizzle snickle squizzle spooner schnizzle twibble quixle schnizzle spooner blibber splizzle wobble spizzle glimmer squirk.","[""Cyberspeak""]","[""79d88b3d-8f6a-4e4b-8cee-504c6165290b""]"
c549a406-4793-44bd-9528-ba67d23ab324,"Plix snop wobble snop quibble skizzle skizzle snip flibber blibber spuddle dribble crackle. Mizzle squizzle flabble splonker quazzle squabble spuddle snop quixle squirk jib schnizzle zizzle wizzle jib flabble. Flibber blibber crackle twibble blibber zorp blib, blip whiz skizzle flibber snickle quazzle zorp. Fuddle quixle zibber splurge noodle zorp zibber sprockle fluddle.","[""Byteish""]","[]"
ab69ea51-9a3e-4b9a-8060-8e2780d45805,"Quixle quibble glimmer wibble skizzle nix quackle, splotch spronk doodle trizzle quazzle dabble fuddle. Blizzle schnizzle bizzle fuddle snop squirk doodle, splurge chizzle zibber splizzle squaddle. Skizzle sprocket zix blip snipple spronk fuzzle, squirk zix squizzle chizzle flib. Whiz wibber crackle flibber noodle blabble snipple, wham bizzle trizzle spooner. Blip blizzle, blabble.","[""Siliconian"",""Cyberspeak"",""Alscript""]","[""4d4b2a7c-3261-42ec-ac8b-ae1228f1c748""]"
b34e2ec5-52e9-4afb-9d27-c4ddd7bffbb6,"Spizzle frozzle plix wobble quackle spronk plix snort sprocket gobble doodle zobble wuddle spronk quip jibble. Quip skizzle sprocket quibble wobble dabble squaddle sproop skizzle wizzle spronk, spuddle mizzle squizzle chizzle spizzle gobble gobble noggle. Wuddle fuzzle snizzle flibber flib woggle skizzle blizzle chizzle whip jibble flibber snickle mizzle chizzle zibber. Gobble schnizzle blabble dabble, wizzle trizzle.","[""Byteish"",""Robolingo"",""Cyberspeak""]","[""def65a2a-92af-48c1-a49f-d0296c49df4d""]"
8ea458bd-c590-451a-8766-d94e63d5e885,"Flibber nix frizzle splizzle splonker gobble wump whiz sprockle whiz. Squizzle nix wizzle chizzle snop blibber wizzle wibble chizzle zibber blizzle dribble flibber quixle splizzle doodle wump drizzle spooner. Drizzle twibble sprocket blib jib chizzle frozzle noggle snip splotch plix blib dribble jibber twibble crackle gobble sprock dribble.","[""Robolingo"",""Quantumese""]","[""6ff90bfb-bc6d-4563-8baa-55dff43af1a6"",""30150ee0-a2dc-4956-ab24-efb5be395e5a""]"
606a6172-7340-4f86-bc60-94ee32cd396c,"Quibble zizzle sproop mizzle fluddle frozzle zibber squabble mizzle chizzle fizzbuzz fuddle fuddle sprock blib quibble squaddle blizzle flibber. Fizz jibble fuddle quip drizzle chizzle wobble sproop twizzle quibble. Drizzle drizzle fuzzle wuddle gobble nix snipple sprocket wobble, fizz drizzle splonker sprock crackle zorp squickle trizzle. Squabble nix spizzle nix fuzzle, splotch whiz jibber dabble.","[""Hololect"",""Quantumese"",""Byteish""]","[""e8f980ba-5dae-467d-9949-b9bdad348f93"",""c4134a1b-3498-42ab-a244-8dce1d7d9308""]"
2c8b58c7-f4bb-46a1-9198-6b8e7b284750,"Flabble splonker glimmer wuddle fuddle fluddle trizzle splonker wuddle skizzle schnizzle. Mizzle wobble sproogle wobble quip chizzle frozzle wibble, blip squizzle spuddle fizzbuzz quixle. Plix fizzbuzz crackle quackle quazzle sprock splonker quixle squickle blip squaddle blib chizzle wobble fluddle gobble. Zizzle flibber splizzle dribble glimmer drizzle gobble wizzle mizzle.","[""Quantumese"",""Siliconian""]","[""3032d738-aab6-4e8e-8739-529c3b32377a""]"
6079c40a-488a-4cd0-a001-a3484e6ea55b,"Squaddle wuddle fizzbuzz spronk quazzle dabble drizzle splonker blizzle snip glimmer wobble snort skizzle wobble. Gobble wump wobble jibber crackle squaddle squirk quazzle quixle spronk fuzzle schnizzle. Fizzbuzz skizzle sprocket doodle sprocket blizzle blip squirk zix blib squabble sproogle sprocket flabble blib bizzle frozzle bizzle. Blabble quibble.","[""Cyphertongue"",""Datalex""]","[""8581ca3b-19ea-4bf3-aeca-f31f6fdff0a7"",""bbf65449-29d0-44f7-981e-5eb4dfeed0cc""]"
6e43d18e-3b50-41a4-8fc7-9070cb695ee3,"Wobble mizzle splotch wobble glimmer quibble woggle skizzle squizzle twizzle gobble blibber. Crackle crackle zorp mizzle spronk, plix skizzle snip spizzle fizz. Plix drizzle snickle skizzle wizzle squaddle noggle, wibble blib quazzle flabble jibble wibble. Fuzzle sproop squizzle splurge quibble wump squizzle wobble blib trizzle quazzle. Wobble squaddle gobble sprockle fuddle wobble spronk zobble.","[""Hololect""]","[]"
cb9830ea-e16b-4d19-bb5f-e687bd2d7fa0,"Sproop quazzle wobble splurge wobble sprock quibble noodle woggle dribble quibble. Spronk snip wizzle jibber plix dribble splotch chizzle, quip quazzle snickle quazzle splizzle skizzle wump. Gobble fuddle glimmer spronk sprockle whiz spronk noodle schnizzle, wibber skizzle sprock drizzle sprocket dribble spooner. Dribble spronk blip whip, fuzzle splurge.","[""Hololect"",""Quantumese""]","[""5147aeeb-8d74-477c-b593-997bffeb5245""]"
f533d542-a587-4db8-9e0c-a3796247691c,"Plix schnizzle whip quackle twibble twibble sprockle wizzle gobble crackle schnizzle dabble. Twibble jibber frizzle fuzzle spronk blizzle quazzle glimmer sprocket quip noodle quixle wobble bizzle. Spronk fizz splurge wuddle wibble flib whiz wibber squabble, blibber twizzle squirk wuddle wibble squaddle chizzle sproop dabble wump. Schnizzle squirk snip, quip blib gobble.","[""Cyphertongue"",""Technophrase""]","[""ffa9fdc4-37f6-4ef4-9173-b5d401200e0e"",""b61b01dc-9924-4c37-8cce-713fd181f954""]"
50b53720-5f44-46d5-9333-731c62361fb1,"Quazzle trizzle noggle frabble chizzle spooner, schnizzle blizzle wuddle wump. Gobble wobble splotch skizzle squirk squaddle zobble squizzle twibble frozzle snop sprockle quip frizzle blip squaddle bizzle snort. Wuddle mizzle flibber drizzle fuzzle plix drizzle fuddle frizzle twibble spronk jibber bizzle wobble dribble. Wibble blip blabble fizzbuzz sprock blib dribble sprocket sprockle jibble flib flibber noggle sproogle.","[""Technophrase"",""Cyphertongue"",""Robolingo""]","[""18d391f3-4a60-48c8-a287-ef24b5d6205b"",""f04cd9e5-7f7f-447c-b2db-2f14ba5fc135""]"
a8bcfcac-3516-44fa-b0bf-0881ab8d2a48,"Spizzle sproogle jib snop skizzle drizzle crackle plix blabble, skizzle fuzzle fuzzle wobble splonker snipple jib twizzle mizzle. Flib wuddle quazzle quibble wizzle squizzle squaddle zorp whiz wham twizzle wobble crackle blabble squabble spuddle crackle snickle. Quazzle spooner snickle wibble sprockle frozzle wobble, snort splonker trizzle gobble gobble bizzle.","[""Datalex"",""Hololect"",""Robolingo""]","[]"
ea335499-a245-425d-a180-e3d8191a79d5,"Sprock splizzle splizzle snipple squabble splonker quip gobble whip noodle quazzle, woggle zorp crackle flib wibber quibble twizzle. Drizzle mizzle fluddle snip zibber noggle crackle flibber squaddle drizzle wibble, nix fluddle sproogle schnizzle gobble fizz flap quibble. Squickle trizzle skizzle squaddle jibble wibber twibble fizz fizzbuzz quixle sprock flabble. Mizzle blibber splurge, jib.","[""Siliconian"",""Cyphertongue""]","[]"
634fe2df-fe64-4de0-a886-d87f5d0ad817,"Woggle spronk snizzle bizzle squickle jibble frabble spuddle zibber sprock. Doodle gobble skizzle dribble noodle whip squirk twizzle spooner quazzle blabble fuddle wump squabble dabble. Frizzle snizzle jib fizz whip gobble wobble squizzle spuddle schnizzle snop sprock bizzle splotch spuddle sproogle dribble spuddle splizzle. Splurge quackle splizzle plix bizzle snip, skizzle spooner spronk spizzle wibble.","[""Quantumese""]","[]"
3835951f-eacf-4edf-9135-5302b7952b07,"Splotch sprocket jib noodle crackle spronk sprock sprocket wobble blibber, wump glimmer drizzle squizzle sproop snizzle wobble snizzle. Dribble spooner quackle snickle sproogle sprock twizzle splonker sprocket fluddle spooner frizzle snipple sprock bizzle spronk fizz woggle. Quackle blibber blip flib sprocket wibble flib blabble noodle bizzle sproop snipple fluddle. Whip splurge gobble zix frabble quazzle, frozzle zizzle wibble skizzle.","[""Robolingo""]","[""edd59911-338f-42fe-8cd3-e9787168c4ab""]"
a8d54ee5-7205-474e-b816-f528d303ed69,"Twizzle sprocket chizzle mizzle twibble sproogle spuddle snip zibber blip blabble schnizzle sprock frabble gobble squizzle mizzle trizzle snort. Blip splurge dabble wobble squabble snip nix noodle gobble, bizzle spooner mizzle splonker zibber gobble snop woggle. Spuddle splurge, fuzzle sprock.","[""Datalex"",""Technophrase"",""Cyphertongue""]","[]"
14d4bd11-3443-4705-b6ed-dc2f8b04fc2f,"Wobble twibble trizzle snickle wizzle glimmer wizzle zix wham bizzle fizzbuzz dribble quackle trizzle schnizzle wump squizzle. Spooner sprock bizzle fizz noggle glimmer frozzle zizzle, flabble fuzzle mizzle sproop blibber wuddle squaddle woggle. Splizzle snort drizzle snop sprock whiz splotch flap plix snizzle zizzle plix spizzle twizzle. Squizzle skizzle mizzle spooner fuddle sprocket snizzle.","[""Quantumese"",""Cyphertongue""]","[]"
01c2a8de-d063-41a3-a98b-e9d74002c467,"Bizzle spronk blip fluddle quibble blabble splurge fizzbuzz skizzle blib sprocket fuddle. Crackle quibble mizzle spronk wizzle wham squizzle flib crackle squabble sproop flib jib. Mizzle wizzle whip trizzle quixle spizzle schnizzle glimmer wizzle snickle wobble mizzle. Splurge splizzle glimmer frizzle quazzle drizzle snizzle, wobble spizzle blip zizzle dribble snort dabble squabble.","[""Quantumese""]","[""30766522-340d-4400-a23a-c3e642999af0""]"
3041ddc0-4a1d-4e74-97eb-c375d8c60c41,"Drizzle quazzle squaddle wibble fuzzle wump nix zibber squaddle, dabble snickle splonker snort splonker. Crackle mizzle squizzle splotch glimmer sproop fuzzle crackle squaddle gobble twizzle, bizzle crackle quazzle sprocket glimmer quibble fizzbuzz plix. Blibber wham sproogle noodle jibber quazzle nix.","[""Robolingo""]","[]"
14a2883d-e310-4a4a-a977-18283fd4654c,"Zobble squickle quibble snip noggle wibble twizzle sproogle skizzle wobble, spuddle snip frizzle wobble splurge frizzle squickle squickle splotch. Quazzle zorp zibber whip jib wibble dabble crackle spooner wobble twizzle quixle jibble squickle quixle sproop spooner sprock bizzle. Snickle wham gobble schnizzle zobble plix, drizzle dribble spronk flib spizzle. Zobble frozzle wobble, glimmer flap.","[""Byteish"",""Cyphertongue"",""Alscript""]","[]"
d8e3fe71-8696-4b75-9caf-ead5e6cc5bea,"Sproop zizzle snipple jibble splonker twizzle squizzle gobble quibble jibber drizzle fuzzle quazzle chizzle spizzle splurge quibble sprocket wham. Plix snip wobble flib splonker zizzle bizzle spronk spronk blibber zizzle quibble splurge flap. Sprocket twibble jibble quibble snizzle sprock plix fuddle, snizzle gobble bizzle fluddle wibble woggle.","[""Datalex""]","[""1d5e2fe6-4cca-4f5d-91b5-c5e163d1ae98"",""1439b8c2-28f0-4065-82cf-1cc8aa904abb""]"
867b2540-e3e9-4fbb-ad71-43540eb9a6e4,"Woggle zorp sprocket whip skizzle flabble wizzle blip quixle frizzle whip whip drizzle snop whiz wump sprock frabble frozzle. Blabble drizzle blib sproop skizzle sproogle quibble quazzle sprocket frizzle squizzle spronk snop zibber crackle noodle skizzle sprocket. Bizzle noggle splurge drizzle schnizzle frozzle sproop zibber sprock spronk squizzle skizzle gobble.","[""Cyberspeak"",""Alscript"",""Byteish""]","[]"
e19b211c-ccf4-47f7-a9e5-519064a691e9,"Wobble schnizzle squabble drizzle snickle gobble snop sproogle splurge woggle, twibble fizz wibble squickle spooner twibble. Bizzle squirk zix splonker noodle noodle splonker squabble squizzle fizz. Crackle fuzzle sproogle fuzzle squickle noodle mizzle drizzle sprockle gobble drizzle zizzle schnizzle. Quip sprocket zizzle nix, quip squickle.","[""Cyberspeak"",""Datalex"",""Robolingo""]","[""97ca4433-3cd1-4a71-b106-daf77360d547"",""7e81bdb0-4a59-41e5-8100-baf745624264""]"
2d93edde-f12e-4a74-a975-a739f393f2f2,"Spooner sprocket spuddle squabble flibber chizzle jib, jibble splurge snipple flibber spronk crackle. Trizzle flabble splotch snort splurge bizzle, splizzle wump quixle sprocket. Splotch spizzle snip blizzle mizzle schnizzle spronk flibber wibber fuddle fuddle gobble. Blabble blip whip squickle zobble trizzle, dribble mizzle snop quackle squickle. Jib wizzle squirk quazzle spizzle spuddle drizzle blizzle drizzle glimmer chizzle.","[""Quantumese""]","[""728549e7-2706-4704-a9a3-3c99bbfafc5a""]"